AccountID,Account_Age,Seats,Paid_status,boards_last_30_days,projects_last_30_days,DAU_avg_last_30_days,integrations_count,Integrations_names,Templates_last_30_days
5381043,7,46,Paying,3,0,37,1,Slack,51
4283168,38,9,Churned,0,0,1,3,"Jira, Slack, Zapier",60
4112935,102,51,Paying,102,64,40,0,,16
4943860,47,73,Churned,23,7,30,4,"Google, Jira, Slack, Dropbox",67
7836558,51,1,Paying,102,84,1,5,"Jira, Google, Slack, Zapier, Dropbox",78
6823096,134,7,Churned,134,32,1,0,,54
2534422,14,23,Churned,21,10,16,3,"MS Team, Azure Cards, Dropbox",71
5517929,109,12,Paying,54,20,7,1,Dropbox,32
2767513,84,25,Paying,84,36,20,1,Zapier,61
1877743,176,2,Churned,176,128,2,4,"Google, Jira, Slack, Dropbox",20
2967778,103,23,Paying,103,63,18,5,"Jira, Google, Slack, Zapier, Dropbox",1
2507777,4,8,Paying,10,0,8,3,"Jira, Slack, Zapier",69
2526723,61,49,Paying,61,55,37,1,Jira,38
8026000,2,16,Churned,1,0,8,2,"Jira, Slack",55
6177684,24,1,Churned,0,0,1,4,"Google, Jira, Slack, Dropbox",8
6873335,219,53,Churned,328,308,19,3,"Dropbox, Slack, Google",25
8631877,28,41,Paying,14,6,31,5,"Jira, Google, Slack, Zapier, Dropbox",25
6668971,161,8,Paying,322,80,7,4,"Google, Jira, Slack, Dropbox",14
2954988,15,13,Paying,37,3,8,5,"Google, Slack, Zapier, Azure Cards, MS Team",28
4495348,61,10,Paying,30,15,6,4,"Slack, Zapier, MS Team, Azure Cards",31
3616191,264,48,Paying,264,80,38,5,"Jira, Google, Slack, Zapier, Dropbox",34
2753070,80,5,Churned,80,56,5,2,"Jira, Zapier",53
7847997,28,60,Paying,14,10,49,2,"Jira, Slack",0
2691132,159,56,Churned,159,142,16,1,Zapier,36
6250638,54,62,Churned,54,9,34,0,,71
2036818,194,15,Churned,291,288,4,3,"Jira, Slack, Zapier",27
8416490,7,59,Churned,0,0,26,2,"MS Team, Azure Cards",81
7455341,151,16,Churned,151,16,1,0,,42
5439833,135,0,Churned,135,31,0,0,,11
3849931,217,3,Churned,108,60,3,4,"Google, Jira, Slack, Dropbox",71
2435295,193,63,Churned,96,86,37,1,Google,49
7476203,191,33,Paying,95,33,25,1,Google,83
1313300,104,58,Paying,156,80,47,5,"Jira, Google, Slack, Zapier, Dropbox",9
5165064,157,73,Churned,78,48,33,5,"Jira, Google, Slack, Zapier, Dropbox",17
4582861,38,60,Paying,38,18,48,0,,12
8543433,17,51,Paying,42,18,39,1,MS Team,64
7187233,129,58,Churned,0,0,29,0,,92
4452184,14,10,Churned,14,3,10,3,"MS Team, Azure Cards, Dropbox",35
6273168,15,54,Churned,0,0,21,0,,12
3116162,73,74,Churned,109,0,41,4,"Slack, Zapier, MS Team, Azure Cards",36
6047887,234,5,Churned,117,93,4,5,"Jira, Google, Slack, Zapier, Dropbox",97
1966722,72,25,Paying,72,71,19,5,"Google, Slack, Zapier, Azure Cards, MS Team",69
3092027,55,3,Churned,82,15,1,2,"Jira, Slack",66
7211481,49,49,Paying,98,74,37,1,MS Team,4
3544400,4,33,Paying,10,3,27,0,,73
2657666,237,5,Churned,237,185,3,3,"Jira, Slack, Zapier",28
5227536,36,5,Churned,18,6,5,2,"Jira, Slack",79
8261465,17,62,Churned,8,3,25,4,"Google, Jira, Slack, Dropbox",14
3144630,27,10,Paying,54,36,6,4,"Slack, Zapier, MS Team, Azure Cards",56
4122226,95,7,Paying,47,31,6,3,"Dropbox, Slack, Google",72
3491483,84,51,Churned,42,28,21,3,"Dropbox, Slack, Google",44
4210404,12,69,Churned,6,2,28,4,"Slack, Zapier, MS Team, Azure Cards",23
5310092,271,55,Paying,542,31,45,4,"Slack, Zapier, MS Team, Azure Cards",10
4570639,37,53,Churned,0,0,23,2,"MS Team, Azure Cards",64
5373868,35,0,Churned,35,18,0,3,"Dropbox, Slack, Google",2
8344725,20,70,Churned,0,0,30,0,,42
3827644,24,28,Paying,48,11,24,1,Jira,34
7111255,49,36,Paying,98,50,30,5,"Google, Slack, Zapier, Azure Cards, MS Team",89
4669105,291,72,Churned,436,237,35,3,"Dropbox, Slack, Google",3
1966343,13,26,Paying,19,10,21,5,"Jira, Google, Slack, Zapier, Dropbox",91
8400975,86,55,Churned,43,8,33,4,"Google, Jira, Slack, Dropbox",61
1113294,77,16,Paying,77,18,12,1,Zapier,29
6237067,197,47,Paying,98,66,37,3,"Dropbox, Slack, Google",93
2915289,95,47,Paying,142,47,37,0,,90
1724108,69,20,Paying,69,42,12,2,"MS Team, Azure Cards",5
1919687,48,49,Paying,72,0,37,0,,70
5662062,94,30,Paying,94,89,23,1,Jira,88
6988435,36,13,Paying,72,42,9,4,"Slack, Zapier, MS Team, Azure Cards",51
1603657,117,56,Churned,117,43,33,3,"MS Team, Azure Cards, Dropbox",68
3614332,275,3,Churned,0,0,1,3,"Jira, Slack, Zapier",25
1640382,95,8,Churned,95,93,0,3,"MS Team, Azure Cards, Dropbox",51
7425109,15,30,Paying,37,21,27,0,,100
1477939,121,6,Churned,60,54,5,2,"Jira, Slack",87
1784769,60,6,Paying,90,29,2,2,"Jira, Slack",78
2943845,46,3,Paying,115,80,2,1,Zapier,84
8963442,8,52,Paying,12,1,38,1,MS Team,35
7536668,43,33,Paying,86,55,28,0,,88
3924152,78,1,Paying,156,33,0,1,Slack,93
6837450,12,4,Churned,12,4,4,3,"MS Team, Azure Cards, Dropbox",0
6039024,295,51,Paying,590,63,39,1,MS Team,38
6794835,54,53,Paying,108,18,41,1,Slack,10
5450863,41,56,Churned,41,1,33,0,,44
2158717,9,4,Churned,13,5,4,3,"Dropbox, Slack, Google",58
5762923,23,3,Paying,46,26,2,5,"Jira, Google, Slack, Zapier, Dropbox",74
2377955,50,22,Paying,125,124,18,0,,48
5555317,92,62,Churned,92,15,27,0,,55
1809020,120,45,Paying,60,37,35,5,"Google, Slack, Zapier, Azure Cards, MS Team",69
8479205,272,4,Paying,680,249,4,0,,72
1782065,296,2,Churned,296,16,2,1,MS Team,57
1055780,195,23,Paying,390,36,18,2,"Jira, Zapier",88
2161849,288,5,Churned,0,0,5,2,"MS Team, Azure Cards",16
5983681,42,7,Churned,42,20,6,0,,16
5998494,12,17,Churned,6,5,16,0,,19
4056056,20,42,Paying,10,9,36,0,,18
4928483,107,11,Paying,107,18,8,2,"Jira, Zapier",24
1849202,62,40,Paying,155,150,28,1,Zapier,98
2409750,128,22,Paying,128,26,16,0,,73
6970716,36,15,Churned,36,3,12,0,,21
7191774,69,15,Paying,138,122,14,0,,55
8343835,221,49,Paying,221,187,37,1,Slack,52
2800938,78,35,Paying,78,43,26,3,"MS Team, Azure Cards, Dropbox",57
5148129,61,52,Churned,0,0,28,5,"Google, Slack, Zapier, Azure Cards, MS Team",78
3205526,333,8,Churned,0,0,2,5,"Google, Slack, Zapier, Azure Cards, MS Team",34
2728901,245,27,Paying,490,459,21,1,Zapier,48
4219581,138,8,Paying,345,344,4,3,"MS Team, Azure Cards, Dropbox",67
4501584,16,71,Churned,8,1,41,5,"Jira, Google, Slack, Zapier, Dropbox",16
5402128,19,56,Paying,38,15,44,1,Jira,93
7345944,234,65,Churned,234,111,35,4,"Slack, Zapier, MS Team, Azure Cards",18
5533342,34,59,Paying,68,12,47,1,Jira,8
1507956,23,11,Churned,34,15,4,3,"MS Team, Azure Cards, Dropbox",15
3288716,128,24,Paying,256,14,23,3,"Dropbox, Slack, Google",90
8617333,196,1,Paying,294,269,1,4,"Slack, Zapier, MS Team, Azure Cards",99
4125979,165,10,Churned,0,0,10,3,"Dropbox, Slack, Google",93
5700271,121,35,Churned,60,10,13,2,"Jira, Slack",2
3025216,74,12,Paying,74,1,9,1,MS Team,93
6554199,49,5,Paying,73,33,2,2,"Jira, Zapier",81
6493208,1,32,Paying,1,0,26,1,Zapier,75
7924408,52,59,Churned,0,0,34,3,"Dropbox, Slack, Google",91
6532925,245,28,Paying,612,76,22,0,,75
2668115,63,1,Paying,94,30,0,1,Slack,63
1334670,171,10,Paying,171,42,5,2,"MS Team, Azure Cards",33
1095446,321,7,Churned,481,290,2,4,"Google, Jira, Slack, Dropbox",99
8214084,246,43,Paying,369,344,34,4,"Slack, Zapier, MS Team, Azure Cards",79
6784546,188,19,Churned,94,90,8,3,"Jira, Slack, Zapier",4
3448115,89,65,Churned,44,8,30,4,"Slack, Zapier, MS Team, Azure Cards",48
5690477,41,55,Paying,82,1,41,4,"Google, Jira, Slack, Dropbox",44
4133581,50,70,Churned,75,4,38,2,"Jira, Slack",85
6078698,42,13,Paying,63,21,10,4,"Slack, Zapier, MS Team, Azure Cards",40
4336310,173,74,Churned,86,56,36,5,"Jira, Google, Slack, Zapier, Dropbox",64
5229177,131,11,Paying,327,118,7,3,"Dropbox, Slack, Google",40
8113281,53,6,Churned,0,0,6,2,"Jira, Zapier",38
4886957,3,62,Churned,3,1,24,1,Google,72
7796998,234,58,Paying,351,195,44,3,"Dropbox, Slack, Google",82
7990265,11,3,Churned,5,2,0,1,Slack,27
3471134,96,1,Churned,48,21,1,0,,0
7186465,356,14,Churned,356,80,11,5,"Jira, Google, Slack, Zapier, Dropbox",81
7374275,21,25,Paying,31,25,19,0,,86
3239813,36,3,Churned,18,8,3,5,"Google, Slack, Zapier, Azure Cards, MS Team",18
3720099,19,18,Paying,38,1,10,5,"Jira, Google, Slack, Zapier, Dropbox",42
2661616,65,63,Churned,97,27,22,0,,37
3344439,326,16,Churned,326,79,6,5,"Jira, Google, Slack, Zapier, Dropbox",78
8793020,149,43,Paying,372,130,36,3,"Dropbox, Slack, Google",19
6938697,38,60,Churned,38,7,30,0,,93
2566129,13,37,Paying,13,12,30,0,,65
8723556,54,50,Churned,0,0,25,4,"Google, Jira, Slack, Dropbox",69
5395196,105,15,Paying,105,83,15,1,Azure Cards,41
5342005,159,71,Churned,0,0,36,5,"Jira, Google, Slack, Zapier, Dropbox",10
3153384,75,8,Churned,37,23,5,4,"Google, Jira, Slack, Dropbox",10
7494961,8,28,Paying,8,4,23,1,Slack,30
4827818,9,72,Churned,4,3,41,1,Jira,90
1108755,45,52,Paying,45,28,40,1,Google,69
3931209,23,19,Paying,57,34,12,5,"Jira, Google, Slack, Zapier, Dropbox",54
3604162,1,72,Churned,0,0,36,0,,100
1399504,39,49,Paying,97,15,41,1,Jira,32
5095966,23,50,Paying,11,10,38,5,"Jira, Google, Slack, Zapier, Dropbox",25
8848143,26,36,Paying,65,59,27,4,"Slack, Zapier, MS Team, Azure Cards",83
1688536,33,75,Churned,16,9,34,0,,90
4710155,51,9,Churned,76,60,9,4,"Slack, Zapier, MS Team, Azure Cards",60
2496571,255,67,Churned,255,124,33,3,"Dropbox, Slack, Google",30
4062970,21,75,Churned,21,6,42,4,"Slack, Zapier, MS Team, Azure Cards",81
6436383,4,46,Paying,2,0,36,5,"Google, Slack, Zapier, Azure Cards, MS Team",66
2159948,149,38,Paying,223,182,32,4,"Google, Jira, Slack, Dropbox",12
6458923,66,21,Paying,132,9,18,5,"Jira, Google, Slack, Zapier, Dropbox",64
2562602,135,75,Churned,135,131,38,5,"Google, Slack, Zapier, Azure Cards, MS Team",19
2801925,38,9,Paying,76,55,7,1,Azure Cards,100
1520185,18,7,Paying,18,14,6,2,"MS Team, Azure Cards",50
2830259,140,14,Churned,0,0,14,0,,49
2512416,55,31,Paying,137,77,22,5,"Google, Slack, Zapier, Azure Cards, MS Team",19
3950102,157,21,Paying,314,160,17,5,"Google, Slack, Zapier, Azure Cards, MS Team",86
5989981,27,48,Paying,67,51,37,5,"Jira, Google, Slack, Zapier, Dropbox",77
2703815,43,57,Churned,64,61,30,1,Google,85
8024952,249,56,Churned,124,53,23,4,"Google, Jira, Slack, Dropbox",73
7994628,119,10,Churned,0,0,0,2,"Jira, Zapier",21
4079775,40,56,Churned,40,21,22,0,,28
1196660,26,59,Churned,26,6,34,0,,39
6465319,170,73,Churned,255,17,38,5,"Jira, Google, Slack, Zapier, Dropbox",26
2171617,140,1,Churned,70,62,1,5,"Google, Slack, Zapier, Azure Cards, MS Team",87
2116065,56,75,Churned,56,15,40,3,"Dropbox, Slack, Google",99
3510663,284,58,Churned,142,118,30,3,"Jira, Slack, Zapier",74
5773577,108,48,Paying,108,35,38,1,Azure Cards,22
6517763,187,12,Paying,280,12,10,4,"Google, Jira, Slack, Dropbox",10
6654652,90,10,Churned,135,39,9,1,Azure Cards,61
6310268,19,70,Churned,28,24,39,4,"Slack, Zapier, MS Team, Azure Cards",35
2261838,4,36,Paying,4,0,32,2,"MS Team, Azure Cards",36
2736391,212,9,Churned,318,93,8,2,"Jira, Slack",87
7729298,26,54,Paying,26,20,41,4,"Slack, Zapier, MS Team, Azure Cards",90
6451174,191,17,Paying,286,185,15,0,,94
6188860,124,28,Paying,310,67,24,5,"Jira, Google, Slack, Zapier, Dropbox",48
8016221,179,64,Churned,179,136,31,5,"Jira, Google, Slack, Zapier, Dropbox",12
8769193,292,1,Churned,292,228,1,3,"Jira, Slack, Zapier",54
4983489,44,68,Churned,44,1,33,2,"Jira, Zapier",53
8106513,37,57,Churned,37,12,22,5,"Google, Slack, Zapier, Azure Cards, MS Team",27
2507202,42,59,Churned,21,18,27,2,"Jira, Slack",71
1042431,7,51,Churned,10,7,22,3,"Dropbox, Slack, Google",60
7374529,60,41,Paying,30,20,33,3,"Jira, Slack, Zapier",78
3153524,9,6,Churned,13,12,4,4,"Slack, Zapier, MS Team, Azure Cards",18
5611014,289,55,Churned,289,132,26,1,Azure Cards,23
5645327,60,14,Churned,90,40,1,1,Slack,6
4437837,90,38,Paying,135,34,28,3,"Jira, Slack, Zapier",99
6724221,39,50,Churned,39,23,28,5,"Google, Slack, Zapier, Azure Cards, MS Team",8
4056016,38,65,Churned,19,12,35,2,"MS Team, Azure Cards",37
6237230,41,6,Paying,82,74,5,0,,39
8033735,54,33,Paying,54,43,30,0,,12
6489928,100,5,Paying,200,92,3,5,"Jira, Google, Slack, Zapier, Dropbox",9
4703538,177,61,Churned,265,143,33,0,,59
5327921,138,62,Churned,69,19,35,1,Azure Cards,16
2678019,241,30,Paying,602,309,23,4,"Google, Jira, Slack, Dropbox",70
6516009,265,25,Paying,530,456,19,4,"Google, Jira, Slack, Dropbox",1
7405323,6,56,Paying,6,2,45,0,,76
2972372,112,1,Churned,168,15,1,0,,17
1680514,50,40,Paying,25,23,30,0,,20
2178736,53,41,Paying,79,17,35,1,MS Team,17
7113644,42,52,Churned,42,18,22,1,Jira,36
6785810,278,53,Churned,278,255,30,0,,100
8030948,69,11,Paying,103,50,5,1,Zapier,57
3136400,45,41,Paying,45,41,35,2,"Jira, Zapier",64
3640672,198,11,Churned,198,54,0,2,"MS Team, Azure Cards",50
3777264,199,64,Churned,199,33,32,3,"Dropbox, Slack, Google",32
5650250,95,2,Churned,95,14,2,4,"Google, Jira, Slack, Dropbox",93
4263027,14,12,Churned,14,0,3,2,"Jira, Slack",99
7765542,4,37,Paying,2,1,33,3,"Dropbox, Slack, Google",26
5894178,170,5,Paying,255,88,5,1,Google,1
8873141,70,12,Paying,70,39,7,0,,94
5260392,92,58,Paying,184,156,47,1,MS Team,97
1989531,9,21,Paying,22,4,14,1,Slack,24
8428524,102,64,Churned,102,86,37,2,"Jira, Zapier",16
2725686,138,52,Paying,207,29,40,2,"Jira, Slack",8
6457626,348,67,Churned,174,144,37,1,Google,76
3631224,27,51,Churned,0,0,42,0,,9
3399950,122,29,Paying,183,138,23,1,Slack,87
7814043,220,57,Paying,220,200,46,5,"Google, Slack, Zapier, Azure Cards, MS Team",75
8600805,271,18,Churned,406,288,5,2,"Jira, Slack",29
2549406,144,55,Churned,144,71,28,3,"Dropbox, Slack, Google",22
2093201,43,22,Paying,64,30,16,3,"Dropbox, Slack, Google",94
2881661,302,3,Churned,302,33,3,0,,34
6369518,135,36,Paying,135,113,29,0,,86
1831664,230,14,Paying,460,234,10,3,"Jira, Slack, Zapier",75
7924039,30,72,Churned,30,5,38,5,"Google, Slack, Zapier, Azure Cards, MS Team",24
4012208,12,50,Paying,30,17,40,5,"Google, Slack, Zapier, Azure Cards, MS Team",21
4407717,62,71,Churned,31,19,35,1,Azure Cards,3
3245601,216,61,Churned,324,192,32,3,"Jira, Slack, Zapier",41
4088978,47,51,Churned,70,22,36,1,Slack,58
3404631,198,40,Paying,99,69,33,4,"Slack, Zapier, MS Team, Azure Cards",62
6134954,83,14,Churned,0,0,12,1,Google,83
3376072,164,2,Churned,246,209,2,5,"Google, Slack, Zapier, Azure Cards, MS Team",34
3742578,60,3,Churned,0,0,3,4,"Slack, Zapier, MS Team, Azure Cards",100
7036891,48,57,Paying,48,29,47,3,"Dropbox, Slack, Google",49
5706490,13,18,Paying,32,7,13,2,"Jira, Slack",43
4602882,82,1,Paying,82,75,1,1,Slack,36
4929803,36,24,Paying,54,40,22,2,"Jira, Zapier",62
7018021,15,65,Churned,0,0,29,5,"Google, Slack, Zapier, Azure Cards, MS Team",9
7793614,27,65,Churned,13,9,29,2,"Jira, Zapier",43
6841209,25,72,Churned,12,6,46,2,"Jira, Zapier",98
1353659,138,31,Paying,138,85,23,0,,82
7474461,70,17,Churned,70,39,7,1,Google,80
8244928,79,17,Paying,39,22,16,0,,24
5440973,6,25,Paying,9,5,22,5,"Jira, Google, Slack, Zapier, Dropbox",54
2340618,99,54,Churned,0,0,28,1,Google,91
1052568,154,25,Churned,77,50,12,0,,26
4708148,32,28,Paying,16,8,23,4,"Google, Jira, Slack, Dropbox",18
4028671,42,57,Churned,21,19,34,3,"MS Team, Azure Cards, Dropbox",76
2602389,206,43,Paying,412,249,32,4,"Google, Jira, Slack, Dropbox",75
3824016,109,1,Paying,163,134,0,3,"Jira, Slack, Zapier",99
3191538,76,13,Paying,190,3,10,3,"Jira, Slack, Zapier",84
8343499,67,1,Churned,0,0,1,5,"Google, Slack, Zapier, Azure Cards, MS Team",37
4492275,214,36,Paying,428,414,27,4,"Google, Jira, Slack, Dropbox",44
3378920,249,50,Churned,124,77,19,4,"Google, Jira, Slack, Dropbox",5
4343652,17,17,Paying,17,11,15,0,,42
8312376,138,16,Paying,276,252,12,3,"Jira, Slack, Zapier",60
2071371,22,64,Churned,0,0,38,1,Azure Cards,53
2396820,95,46,Paying,237,59,37,1,MS Team,82
5823196,133,1,Churned,133,46,1,0,,95
1207722,101,1,Churned,101,24,1,5,"Jira, Google, Slack, Zapier, Dropbox",77
5360822,154,65,Churned,0,0,22,2,"Jira, Slack",32
4668809,204,1,Churned,0,0,1,5,"Google, Slack, Zapier, Azure Cards, MS Team",72
8535422,242,34,Paying,242,160,27,3,"MS Team, Azure Cards, Dropbox",5
8396140,23,17,Paying,23,8,14,5,"Jira, Google, Slack, Zapier, Dropbox",38
3550616,147,59,Paying,220,10,50,3,"Dropbox, Slack, Google",69
7592030,53,20,Paying,26,22,20,3,"Dropbox, Slack, Google",19
6703244,182,44,Paying,182,57,34,5,"Jira, Google, Slack, Zapier, Dropbox",55
7206656,47,21,Paying,47,38,16,0,,84
3423094,35,56,Churned,0,0,33,1,Azure Cards,43
4373474,18,69,Churned,18,1,38,0,,11
1056928,165,2,Churned,247,98,2,2,"Jira, Slack",79
2223353,63,14,Paying,94,38,9,0,,97
2723853,82,5,Churned,41,18,4,2,"MS Team, Azure Cards",66
3581329,8,2,Paying,4,3,1,4,"Google, Jira, Slack, Dropbox",24
5415680,214,61,Churned,107,52,30,4,"Slack, Zapier, MS Team, Azure Cards",72
8720573,157,10,Churned,157,135,8,2,"Jira, Slack",71
7287665,49,55,Churned,24,7,20,1,Dropbox,18
1045221,259,33,Paying,518,450,26,5,"Google, Slack, Zapier, Azure Cards, MS Team",78
5490441,82,27,Paying,123,110,23,5,"Jira, Google, Slack, Zapier, Dropbox",28
2696758,118,15,Churned,177,2,4,4,"Slack, Zapier, MS Team, Azure Cards",90
3546220,153,66,Churned,229,225,40,5,"Jira, Google, Slack, Zapier, Dropbox",27
4073204,218,21,Churned,0,0,3,0,,6
7437726,187,55,Churned,0,0,35,0,,13
1978807,110,13,Paying,275,45,12,1,Google,91
6941647,111,11,Paying,55,54,9,2,"MS Team, Azure Cards",96
3368355,33,42,Paying,49,42,32,1,Slack,91
6909359,137,28,Paying,68,17,22,4,"Google, Jira, Slack, Dropbox",79
4286749,138,1,Paying,207,44,0,2,"Jira, Slack",41
8274209,250,51,Churned,125,106,24,5,"Google, Slack, Zapier, Azure Cards, MS Team",98
6438292,290,60,Churned,145,4,19,5,"Jira, Google, Slack, Zapier, Dropbox",55
6396958,62,0,Churned,62,37,0,4,"Slack, Zapier, MS Team, Azure Cards",41
8630815,51,43,Paying,76,54,34,4,"Slack, Zapier, MS Team, Azure Cards",52
6474414,79,46,Paying,39,3,33,4,"Google, Jira, Slack, Dropbox",33
6538224,12,3,Churned,12,3,3,0,,31
1630120,222,60,Churned,333,101,31,0,,42
3329771,15,24,Paying,7,5,18,1,Azure Cards,44
8935040,86,53,Churned,86,82,22,3,"MS Team, Azure Cards, Dropbox",8
5175141,34,25,Churned,34,30,5,3,"MS Team, Azure Cards, Dropbox",96
8290046,76,9,Churned,114,70,0,5,"Jira, Google, Slack, Zapier, Dropbox",7
4369819,66,20,Churned,33,13,18,3,"MS Team, Azure Cards, Dropbox",42
6872904,122,69,Churned,183,53,31,0,,11
1599704,7,59,Paying,17,7,48,5,"Google, Slack, Zapier, Azure Cards, MS Team",85
6386687,187,49,Paying,374,227,37,4,"Google, Jira, Slack, Dropbox",99
4661592,70,50,Churned,105,2,25,4,"Google, Jira, Slack, Dropbox",49
5505169,77,53,Paying,115,99,43,3,"Dropbox, Slack, Google",79
8589173,31,37,Paying,46,45,27,1,Slack,88
6047773,189,51,Paying,472,461,40,1,Dropbox,51
4104630,97,3,Paying,194,157,3,3,"Dropbox, Slack, Google",41
7109870,32,69,Churned,48,40,34,1,Azure Cards,31
2335750,13,43,Paying,6,0,35,3,"Jira, Slack, Zapier",25
3145381,100,4,Paying,100,6,2,4,"Google, Jira, Slack, Dropbox",83
6864891,278,63,Churned,278,134,33,3,"Jira, Slack, Zapier",20
2389919,33,14,Churned,49,25,8,2,"Jira, Zapier",74
7888475,178,20,Paying,267,240,17,0,,7
8526480,54,8,Churned,81,37,5,2,"Jira, Slack",64
6853730,100,53,Paying,250,64,42,0,,100
6509908,185,51,Paying,185,115,40,0,,6
4209411,92,65,Churned,0,0,23,3,"MS Team, Azure Cards, Dropbox",16
5646222,143,57,Paying,357,25,47,0,,12
8539394,204,60,Churned,102,59,38,5,"Google, Slack, Zapier, Azure Cards, MS Team",67
5449964,128,5,Churned,0,0,5,5,"Google, Slack, Zapier, Azure Cards, MS Team",85
4345895,231,58,Churned,346,36,25,4,"Google, Jira, Slack, Dropbox",99
3647355,135,44,Paying,135,102,32,2,"Jira, Slack",73
2799963,91,1,Churned,91,60,1,1,Jira,94
6275478,60,3,Paying,90,84,1,4,"Google, Jira, Slack, Dropbox",79
1903454,25,11,Churned,12,4,3,2,"MS Team, Azure Cards",8
7114851,154,10,Paying,231,149,6,3,"Dropbox, Slack, Google",18
3111745,53,28,Paying,26,16,23,5,"Jira, Google, Slack, Zapier, Dropbox",75
7591989,156,72,Churned,234,208,40,0,,35
6948311,354,6,Churned,0,0,2,5,"Google, Slack, Zapier, Azure Cards, MS Team",80
3274235,22,51,Churned,0,0,17,3,"MS Team, Azure Cards, Dropbox",80
1834265,96,53,Churned,96,74,22,3,"MS Team, Azure Cards, Dropbox",21
4445663,140,51,Churned,70,14,25,5,"Jira, Google, Slack, Zapier, Dropbox",60
1618790,221,3,Churned,331,56,3,0,,84
7900991,74,43,Paying,37,31,32,0,,28
1015222,80,28,Paying,120,108,22,3,"Jira, Slack, Zapier",58
6327558,45,25,Churned,0,0,18,0,,42
6670124,149,7,Paying,223,93,5,3,"Jira, Slack, Zapier",25
8082066,39,60,Paying,39,9,49,1,Google,71
6814606,81,37,Paying,162,107,27,4,"Slack, Zapier, MS Team, Azure Cards",39
5470977,19,71,Churned,19,0,36,3,"Dropbox, Slack, Google",89
4202202,75,47,Paying,187,183,35,5,"Jira, Google, Slack, Zapier, Dropbox",48
7461728,74,26,Paying,148,9,20,5,"Google, Slack, Zapier, Azure Cards, MS Team",88
7120710,42,73,Churned,42,37,41,5,"Google, Slack, Zapier, Azure Cards, MS Team",0
4186358,90,1,Churned,0,0,1,2,"Jira, Slack",91
5593707,90,2,Paying,225,9,0,3,"Dropbox, Slack, Google",100
2263245,33,3,Churned,33,15,3,4,"Slack, Zapier, MS Team, Azure Cards",93
5427441,34,13,Paying,17,8,8,2,"Jira, Slack",45
7306178,96,61,Churned,0,0,27,1,MS Team,100
8145689,143,9,Paying,143,50,6,3,"MS Team, Azure Cards, Dropbox",17
1836452,86,17,Paying,129,77,13,2,"Jira, Slack",87
2340592,132,18,Paying,198,98,13,4,"Slack, Zapier, MS Team, Azure Cards",51
1116597,20,51,Churned,20,10,27,5,"Google, Slack, Zapier, Azure Cards, MS Team",75
4840778,55,51,Churned,0,0,23,1,Dropbox,19
5095695,32,26,Paying,32,11,20,1,Zapier,18
8683160,182,64,Churned,182,177,31,0,,79
7664391,8,24,Churned,12,1,9,2,"MS Team, Azure Cards",49
7399503,45,3,Churned,0,0,2,2,"MS Team, Azure Cards",37
1919744,48,25,Paying,120,55,17,0,,40
6208139,134,25,Paying,201,106,21,4,"Slack, Zapier, MS Team, Azure Cards",30
8017362,47,32,Paying,47,43,22,4,"Google, Jira, Slack, Dropbox",16
3211906,5,61,Churned,5,0,26,2,"Jira, Slack",17
7747059,324,2,Churned,324,308,2,4,"Google, Jira, Slack, Dropbox",9
4296153,32,16,Paying,48,7,12,3,"Dropbox, Slack, Google",54
5617754,163,35,Paying,407,163,27,4,"Google, Jira, Slack, Dropbox",54
4875243,99,3,Churned,148,123,3,2,"Jira, Slack",8
6367199,146,47,Paying,73,51,42,4,"Google, Jira, Slack, Dropbox",83
5466443,192,39,Paying,96,74,32,0,,90
1137372,100,42,Paying,250,37,31,5,"Jira, Google, Slack, Zapier, Dropbox",47
2364020,42,50,Paying,21,12,41,0,,9
5985499,141,19,Paying,352,44,11,2,"Jira, Zapier",9
7599473,197,10,Churned,197,37,2,1,Azure Cards,87
6260613,80,18,Paying,200,28,18,2,"Jira, Zapier",99
3816471,9,7,Churned,13,0,7,0,,57
7118152,60,30,Churned,0,0,17,2,"Jira, Slack",72
